examId,mode,targetQuestionCount,renderedTargetCount,imageExpected,imageDecoded,solutionImageExpected,solutionImageDecoded,overflowCount,consoleErrorCount,pageErrorCount,status,evidenceNote
21_순천고_2학기_중간_고1_기출,exam,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_순천고_2학기_중간_고1_기출,solution,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_순천고_2학기_중간_고1_기출,answer,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_제일고_2학기_중간_고1_기출,exam,5,5,1,1,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_제일고_2학기_중간_고1_기출,solution,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_제일고_2학기_중간_고1_기출,answer,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_팔마고_2학기_중간_고1_기출,exam,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_팔마고_2학기_중간_고1_기출,solution,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_팔마고_2학기_중간_고1_기출,answer,7,7,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=7;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_기말_고1_기출,exam,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=1;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_기말_고1_기출,solution,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_기말_고1_기출,answer,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_중간_고1_기출,exam,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=3;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_중간_고1_기출,solution,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_효천고_2학기_중간_고1_기출,answer,4,4,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=4;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
