examId,mode,targetQuestionCount,renderedTargetCount,imageExpected,imageDecoded,solutionImageExpected,solutionImageDecoded,overflowCount,consoleErrorCount,pageErrorCount,status,evidenceNote
22_복성고_2학기_기말_고1_기출,exam,2,2,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=2;choicesExpected=2;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_기말_고1_기출,solution,2,2,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=2;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_기말_고1_기출,answer,2,2,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=2;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_중간_고1_기출,exam,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=3;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_중간_고1_기출,solution,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_복성고_2학기_중간_고1_기출,answer,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_순천여고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_순천여고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_순천여고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_제일고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=4;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_제일고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_제일고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_팔마고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_팔마고_2학기_중간_고1_기출,solution,6,6,0,0,1,1,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_팔마고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
