examId,mode,targetQuestionCount,renderedTargetCount,imageExpected,imageDecoded,solutionImageExpected,solutionImageDecoded,overflowCount,consoleErrorCount,pageErrorCount,status,evidenceNote
21_강남여고_2학기_기말_고1_기출,exam,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=1;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_강남여고_2학기_기말_고1_기출,solution,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_강남여고_2학기_기말_고1_기출,answer,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_강남여고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_강남여고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_강남여고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_금당고_2학기_중간_고1_기출,exam,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=7;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_금당고_2학기_중간_고1_기출,solution,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_금당고_2학기_중간_고1_기출,answer,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_매산고_2학기_중간_고1_기출,exam,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_매산고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_매산고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_복성고_2학기_중간_고1_기출,exam,6,6,1,1,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_복성고_2학기_중간_고1_기출,solution,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
21_복성고_2학기_중간_고1_기출,answer,6,6,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=6;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
