examId,mode,targetQuestionCount,renderedTargetCount,imageExpected,imageDecoded,solutionImageExpected,solutionImageDecoded,overflowCount,consoleErrorCount,pageErrorCount,status,evidenceNote
22_강남여고_2학기_기말_고1_기출,exam,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=3;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_기말_고1_기출,solution,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_기말_고1_기출,answer,3,3,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=3;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_중간_고1_기출,exam,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_중간_고1_기출,solution,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_강남여고_2학기_중간_고1_기출,answer,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_기말_고1_기출,exam,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=1;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_기말_고1_기출,solution,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_기말_고1_기출,answer,1,1,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=1;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_중간_고1_기출,exam,8,8,1,1,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=6;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_중간_고1_기출,solution,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_금당고_2학기_중간_고1_기출,answer,8,8,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=8;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_매산고_2학기_중간_고1_기출,exam,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=5;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_매산고_2학기_중간_고1_기출,solution,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
22_매산고_2학기_중간_고1_기출,answer,5,5,0,0,0,0,0,0,0,PASS,pageLoad=PASS;targetIds=5;choicesExpected=0;contentOrAnswer=PASS;choices=PASS;answer=PASS;solution=PASS;math=PASS;clippedPages=0;loadErrorText=0
