sourceJsPath,questionCount,targetQuestionUids,exam,solution,answer,renderStatus
archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js,4,archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|13|archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|19|archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|20,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js,3,archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|9|archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|15,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js,4,archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|18|archive/exams/original/high/h1/1final/22_순천여고_1학기_기말_고1_기출.js|22_순천여고_1학기_기말_고1_기출|19,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js,3,archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|10|archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|11|archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|12,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js,6,archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js|22_팔마고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js|22_팔마고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js|22_팔마고_1학기_기말_고1_기출|13|archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js|22_팔마고_1학기_기말_고1_기출|14|archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js|22_팔마고_1학기_기말_고1_기출|17|archive/exams/original/high/h1/1final/22_팔마고_1학기_기말_고1_기출.js|22_팔마고_1학기_기말_고1_기출|22,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/22_효천고_1학기_기말_고1_기출.js,2,archive/exams/original/high/h1/1final/22_효천고_1학기_기말_고1_기출.js|22_효천고_1학기_기말_고1_기출|2|archive/exams/original/high/h1/1final/22_효천고_1학기_기말_고1_기출.js|22_효천고_1학기_기말_고1_기출|16,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js,5,archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|12|archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|13|archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|22|archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|24,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js,5,archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js|23_금당고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js|23_금당고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js|23_금당고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js|23_금당고_1학기_기말_고1_기출|12|archive/exams/original/high/h1/1final/23_금당고_1학기_기말_고1_기출.js|23_금당고_1학기_기말_고1_기출|17,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js,2,archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|2|archive/exams/original/high/h1/1final/23_매산고_1학기_기말_고1_기출.js|23_매산고_1학기_기말_고1_기출|7,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,3,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|11,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,LOAD_PASS_REUSED_84_MODE_BATCH,PASS_84_MODES_EXISTING_EVIDENCE
