asset,assetRole,sourceType,structure,width,height,factHash,sha256,status
archive/assets/images/21_복성고_2학기_중간_고1_기출/q01-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,ee9f24344adcc4a13281f45ff5ecc9f28dd61180551ca97af670f83e23a782c1,3ba9493f3f177491cc02be1224b1f4e9cb77defa824c9494947126d721e199c0,PASS
archive/assets/images/21_복성고_2학기_중간_고1_기출/q16-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,4b134a34c3c9aeba66538a2c0ffee80b26a6c73a3b2b848916e263adc1204629,86c5dde7fa75056c1a71108655ea6be443230ee02e7df923a42067c7a1b780f2,PASS
archive/assets/images/21_순천고_2학기_중간_고1_기출/q09-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,380,3f0fe09833af01051756cec9cb559153e55f0c53ba2beb3941284de4cc151d78,d50d6f3ef13c657440b64045e12cb0471f581c1369fe1e6ccf4a73ddcb9d7a1d,PASS
archive/assets/images/21_순천고_2학기_중간_고1_기출/q20-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,640dee7c40ac24179a60fa3642a4180244c512832936f936cd70412e1bbc6112,761605153b303be9c2ff2c005c87766a90ba9fe8ab4d22f286abfc3c808a9d11,PASS
archive/assets/images/21_제일고_2학기_중간_고1_기출/q18-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,32276426a1f3d1e62ab2815873ec187e87b13ac3a2741d346deca0e4fdd29070,10c93531a55813ee0318d3164ab2272e3ad618907303087f602cc9167768c2ee,PASS
archive/assets/images/22_금당고_1학기_기말_고1_기출/q11-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,90e033bd8bbfd8b16de14738dd405b433d36e695d59761ba04a6b5749650b6df,66e884eb2fa75fea5f248244984cce6ff5fad703fa24e92c7e7647f15ccc436f,PASS
archive/assets/images/22_매산고_1학기_기말_고1_기출/q10-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,9c7660a400fcc54b58523181ed5fc35d532f200bb6d03a1a40aa9a995924c4df,afcd2104a13cb764593da2aae90abb4f90478c89685165ccc2f2512c97e517c7,PASS
archive/assets/images/22_복성고_1학기_기말_고1_기출/q03-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,4606567ee788fb7ccf2f5ff03fc53f773687514979c41e16cfe7f18d2af969a4,8f63bf4e89956f27e257490103fb9a9af1bca79c884fbd1688df06cdcd475531,PASS
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q12-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,6057aaea8a8f5c99a4614f0dfeccbbbe8021e24449411b77820f491b2edb7543,1fa193007f3524f5cc00cfbe7f83e377d86fbc81a36dec4ffb0f7a1e573335ec,PASS
archive/assets/images/22_순천여고_1학기_기말_고1_기출/q23-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,994024e80bcbc8b75c28e704b684dfa3a7e9b7cf3a3f6430825f1dc37a9b58e8,f3894dc8daaa249bdce97e195ce83946106d7160041d7366e912c9e610d4df48,PASS
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q06-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,99e3d2e31b92c79469d84e2b7865f8cc62e103e73d6546694af8875df80e9a68,ee7e45e9f8949ce21f8c7bdaa44706614a74611ae7a5b80684ba9dd34ddceb23,PASS
archive/assets/images/22_팔마고_1학기_기말_고1_기출/q19-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,83fd83a54e1e4d3b46ac4c16d76577a6a015ab622b46f061daffce122dbfda83,d3c38319df6bf71d9c7a009f86c0873f2a9d34116da506711293e6cfa04b0c8c,PASS
archive/assets/images/22_효천고_1학기_기말_고1_기출/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,5ce8531905b510675c8fbcad1af1239071fea557281a1fe9dfb08a9d93b24a94,a14fe40fbf3c8d40918512f18cdf159f053460774fb543a4e673212e4df1953e,PASS
archive/assets/images/22_제일고_1학기_기말_고1_기출/q13-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,889abcfa3c93d11843c2640dbc368ef8444fd890effe839cc9b4730ffdf55c91,f54e248a3d48e9606b7069080259368a1024561425a33000aeb3f6abfe58d013,PASS
archive/assets/images/22_제일고_1학기_기말_고1_기출/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,236e9f1e24694c8d85fab6668e9ef65dbe084b42f2c0482a0de52ddac9a7a29c,ead25b028c3bdd7c6cfc75031a3d0e187cffc3c218d439c7f73685d14f0c8212,PASS
archive/assets/images/22_제일고_1학기_기말_고1_기출/q17-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,209aed7e83ab6fb497179a8aeadb55f0d3d32b7a4e6a21b96e7e8375f998e490,31362127125cbb6d8de5ee5a765af38b291d6b900c674eab3d7946a3d69c389e,PASS
archive/assets/images/23_매산고_1학기_기말_고1_기출/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,f9c8d346194d9566199022b6662e982df713177947ec060a95d786638616b2c3,ca9febeb4e089dbb4caaf74e30377844ef6d700986edbd5ab0b119e70e3e9c11,PASS
archive/assets/images/23_복성고_1학기_기말_고1_기출/q19-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,380,3ec5cfa1af1288b0d91d97e6247ed7ce9cc0a499ef312ce17202efc8f9d32e31,56975044bf294ca141207c291fb7a53386b2cb4001d47768dabb5ce047f6285c,PASS
archive/assets/images/23_복성고_1학기_기말_고1_기출/q20-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,380,4374761c4eaa9dffe88d759c85e88e6cf92b56c8cd9ba81f8c99e1a4d4c486ec,77f3b782079f2cda049224ce2eda2b97006ad7a1ab0a82744d6a23a50783cd9e,PASS
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q09-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,f9e9529085c2de1eaad038e22ded99e204ed73be17a2d217db243495e65cc816,19fdc36c933f9932c83d3cc8dc813d2cb1338267bda2b41a30fe38055e223567,PASS
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q15-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,16af36663670a1c2cff6bf94ebdce1296928169ec6b6276b943dc942aa4c48e5,03f1eb53fdda1f20c2077a5545574be731d08781b904ba9e43befc10f5ef876a,PASS
archive/assets/images/23_순천여고_1학기_기말_고1_기출/q16-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,799570a796887e23970da87a6a839d121b1c0bb1371fbbeabbc3f67159b54846,0135d8618d5ace015b14df55da995be35af0fd53813d0e6987cad82e1e10ec2c,PASS
archive/assets/images/23_제일고_1학기_기말_고1_기출/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,649555d537c77b91168d70e3ed298bacbc9c8566cc8251b26b0dce7ae4295c41,8173c08a061fb40a3338e57eb4cfc8ee309903389c72b96dacb2d2788294fac4,PASS
archive/assets/images/23_제일고_1학기_기말_고1_기출/q18-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,8a49c34d1d933f682c17c71ec03a84b44b62ce7b05345243e23dcf0e51a7b4ee,964ce6e2c60c6c0b7ad382d0313f4536c35b207de2c7def86caa936b2a739836,PASS
archive/assets/images/23_제일고_1학기_기말_고1_기출/q22-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,be055a2ec9e2b6ff45301c84e4ca8b293504b4e2db36a790f7c2a36b9c534b04,1aaa6bcbf0a3806d010ad054f9dc86132427a30e45ec4c43e015259fca21edd7,PASS
archive/assets/images/23_팔마고_1학기_기말_고1_기출/q14-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,0c6d678c560a33812214928eecd6f6c44e1031d935470e892cf3d831479012b1,7bd2737691a7f833b4d12e3165bd7695292181c8979bfb7ea48c4fb415e2e69a,PASS
archive/assets/images/24_금당고_1학기_기말_고1_기출/q07-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,02072bd7cf19eb2befba097225f4c4c57d3a41b481843ca16249115682580a2e,21220c50aee76b29204eaf98fe3f136a021b3fb34e6b4527973d02be2e62549f,PASS
archive/assets/images/24_금당고_1학기_기말_고1_기출/q09-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,829e02d29a831a30ba8b05233241600606243183e37eefe3c52e9151ac21bd40,4623908382913f4a9b633ba22c39a9b1601d195f7007643b8869cee41d77d131,PASS
archive/assets/images/24_금당고_1학기_기말_고1_기출/q16-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,38e3e3cfa3387ae80358e031a2512e44a69647f9e34eab8ca4762d5ad3957300,43431e1938e457fbd9f4d6367d5e8396d5df1fc8d004d2324f7ceea093d7cd33,PASS
archive/assets/images/24_금당고_1학기_기말_고1_기출/q20-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,347bd08be15806831714724d13952dc8f6b67b72f423fcd1cacc6c3c3e70dbe0,4c6d8599881335480f341ebf062da7c3842d3acff70550067e8bf48eb4e01ba7,PASS
archive/assets/images/24_매산고_1학기_기말_고1_기출/q07-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,d5a2a10e9249c17a474516a1a652f4e7a944d18b5981c6958e1747344391188c,1a201f6564034d507485edb08dda154f1e7f470bcdd33de91463f31df14acd56,PASS
archive/assets/images/24_매산고_1학기_기말_고1_기출/q09-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,45f38f72bbc2a2b7de4b8322616745194c3736187d43eb55d7035771311c5100,3873c3728320d1bfb71eeaf3d3bbfacd64bd885629fcb4542312cdc946023ad5,PASS
archive/assets/images/24_매산고_1학기_기말_고1_기출/q15-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,cb8d7cdddf7911452cee13eb700b29d4722a738146443ba6a6640d88e2496b2d,9f9f04839dfa5a94b33ebae73988b656f08d661a39632be6f931f8e000d07eb9,PASS
archive/assets/images/24_매산고_1학기_기말_고1_기출/q17-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,77fa48d1efa7f70607a64efbf21ff538bad233d49d3edafa40f798b78ee17394,0a66c7af6ba6640a46613dc8e2ca370d1f8674af97d5e8a5a33450171a25f006,PASS
archive/assets/images/24_제일고_1학기_기말_고1_기출/q10-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,63c9f21ca934bdda622597576a2bbf4ca14ebdf2cb50ca07d99218b28c3cf2d5,fc9424efc3cd9137fa881b54990d87cd932e546ca0688af4e58cc161325ef949,PASS
archive/assets/images/24_제일고_1학기_기말_고1_기출/q12-solution.svg,solutionImage,deterministic_vector_reconstruction,coordinate_geometry_hybrid,720,360,0444e73e415bd9e42121a9a2dba971948820330ede25656b962bee06648489dd,8e0be6fc0f572ca8ac922121c585c5a4c5f7e3f34dd55758c5afe9972cf46b10,PASS
