sourceJsPath,questionCount,targetQuestionUids,exam,solution,answer,renderStatus
archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js,5,archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|2|archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/22_제일고_1학기_기말_고1_기출.js|22_제일고_1학기_기말_고1_기출|19,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/22_효천고_1학기_기말_고1_기출.js,1,archive/exams/original/high/h1/1final/22_효천고_1학기_기말_고1_기출.js|22_효천고_1학기_기말_고1_기출|13,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,1,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|3,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js,8,archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|8|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|10|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|14|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|17|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|19|archive/exams/original/high/h1/1final/25_강남여고_1학기_기말_고1_기출c.js|25_강남여고_1학기_기말_고1_기출|22,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js,8,archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|9|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|15|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|19|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|20|archive/exams/original/high/h1/1final/25_금당고_1학기_기말_고1_기출c.js|25_금당고_1학기_기말_고1_기출|22,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js,6,archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js|25_매산고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js|25_매산고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js|25_매산고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js|25_매산고_1학기_기말_고1_기출|8|archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js|25_매산고_1학기_기말_고1_기출|9|archive/exams/original/high/h1/1final/25_매산고_1학기_기말_고1_기출c.js|25_매산고_1학기_기말_고1_기출|18,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js,9,archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|8|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|9|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|10|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|15|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|16|archive/exams/original/high/h1/1final/25_매산여고_1학기_기말_고1_기출c.js|25_매산여고_1학기_기말_고1_기출|21,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js,8,archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|9|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|14|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|15|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|18|archive/exams/original/high/h1/1final/25_순천고_1학기_기말_고1_기출c.js|25_순천고_1학기_기말_고1_기출|22,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js,9,archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|2|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|8|archive/exams/original/high/h1/1final/25_순천여고_1학기_기말_고1_기출c.js|25_순천여고_1학기_기말_고1_기출|21,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js,10,archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|2|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|4|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|5|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|8|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|9|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|20|archive/exams/original/high/h1/1final/25_제일고_1학기_기말_고1_기출c.js|25_제일고_1학기_기말_고1_기출|22,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,SOURCE_ONLY_NO_VISUAL,NOT_APPLICABLE_NO_VISUAL_DEPENDENCY
