sourceJsPath,questionCount,targetQuestionUids,exam,solution,answer,renderStatus
archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js,4,archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|14|archive/exams/original/high/h1/1final/22_금당고_1학기_기말_고1_기출.js|22_금당고_1학기_기말_고1_기출|16,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js,4,archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|2|archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|12|archive/exams/original/high/h1/1final/22_매산고_1학기_기말_고1_기출.js|22_매산고_1학기_기말_고1_기출|13,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js,2,archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|1|archive/exams/original/high/h1/1final/22_복성고_1학기_기말_고1_기출.js|22_복성고_1학기_기말_고1_기출|9,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js,2,archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|7|archive/exams/original/high/h1/1final/23_강남여고_1학기_기말_고1_기출.js|23_강남여고_1학기_기말_고1_기출|16,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js,4,archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|6|archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|14|archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|15|archive/exams/original/high/h1/1final/23_복성고_1학기_기말_고1_기출.js|23_복성고_1학기_기말_고1_기출|18,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js,2,archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|3|archive/exams/original/high/h1/1final/23_순천여고_1학기_기말_고1_기출.js|23_순천여고_1학기_기말_고1_기출|19,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js,4,archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|10|archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|16|archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|18|archive/exams/original/high/h1/1final/24_매산고_1학기_기말_고1_기출.js|24_매산고_1학기_기말_고1_기출|19,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js,3,archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|11|archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|16|archive/exams/original/high/h1/1final/24_제일고_1학기_기말_고1_기출.js|24_제일고_1학기_기말_고1_기출|18,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js,1,archive/exams/original/high/h1/2final/21_제일고_2학기_기말_고1_기출.js|21_제일고_2학기_기말_고1_기출|19,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js,1,archive/exams/original/high/h1/2final/21_효천고_2학기_기말_고1_기출.js|21_효천고_2학기_기말_고1_기출|1,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js,2,archive/exams/original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js|25_제일고_2학기_기말_고1_기출|2|archive/exams/original/high/h1/2final/25_제일고_2학기_기말_고1_기출.js|25_제일고_2학기_기말_고1_기출|6,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js,6,archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js|21_복성고_2학기_중간_고1_기출|3|archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js|21_복성고_2학기_중간_고1_기출|4|archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js|21_복성고_2학기_중간_고1_기출|10|archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js|21_복성고_2학기_중간_고1_기출|11|archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js|21_복성고_2학기_중간_고1_기출|18|archive/exams/original/high/h1/2mid/21_복성고_2학기_중간_고1_기출.js|21_복성고_2학기_중간_고1_기출|22,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/21_순천고_2학기_중간_고1_기출.js,3,archive/exams/original/high/h1/2mid/21_순천고_2학기_중간_고1_기출.js|21_순천고_2학기_중간_고1_기출|1|archive/exams/original/high/h1/2mid/21_순천고_2학기_중간_고1_기출.js|21_순천고_2학기_중간_고1_기출|2|archive/exams/original/high/h1/2mid/21_순천고_2학기_중간_고1_기출.js|21_순천고_2학기_중간_고1_기출|8,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/21_제일고_2학기_중간_고1_기출.js,4,archive/exams/original/high/h1/2mid/21_제일고_2학기_중간_고1_기출.js|21_제일고_2학기_중간_고1_기출|1|archive/exams/original/high/h1/2mid/21_제일고_2학기_중간_고1_기출.js|21_제일고_2학기_중간_고1_기출|2|archive/exams/original/high/h1/2mid/21_제일고_2학기_중간_고1_기출.js|21_제일고_2학기_중간_고1_기출|14|archive/exams/original/high/h1/2mid/21_제일고_2학기_중간_고1_기출.js|21_제일고_2학기_중간_고1_기출|19,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js,4,archive/exams/original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js|21_효천고_2학기_중간_고1_기출|3|archive/exams/original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js|21_효천고_2학기_중간_고1_기출|5|archive/exams/original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js|21_효천고_2학기_중간_고1_기출|8|archive/exams/original/high/h1/2mid/21_효천고_2학기_중간_고1_기출.js|21_효천고_2학기_중간_고1_기출|19,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js,2,archive/exams/original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js|22_강남여고_2학기_중간_고1_기출|9|archive/exams/original/high/h1/2mid/22_강남여고_2학기_중간_고1_기출.js|22_강남여고_2학기_중간_고1_기출|23,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js,4,archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js|22_제일고_2학기_중간_고1_기출|1|archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js|22_제일고_2학기_중간_고1_기출|3|archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js|22_제일고_2학기_중간_고1_기출|5|archive/exams/original/high/h1/2mid/22_제일고_2학기_중간_고1_기출.js|22_제일고_2학기_중간_고1_기출|17,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js,4,archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js|22_효천고_2학기_중간_고1_기출|1|archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js|22_효천고_2학기_중간_고1_기출|13|archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js|22_효천고_2학기_중간_고1_기출|17|archive/exams/original/high/h1/2mid/22_효천고_2학기_중간_고1_기출.js|22_효천고_2학기_중간_고1_기출|21,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED
